nodeName	Degree
DNAJB1	63
HUS1	74
PTGS1	50
STIP1	69
PGR	93
PPP5C	69
HSPB8	36
RAD9A	83
DYNC1I2	51
CAPZB	65
SUGT1	34
PSMG2	45
CLPB	33
HSP90AB1	197
PTGDS	10
TRAP1	34
HSP90B1	90
MAPT	123
TFDP1	100
RB1	203
HDAC1	454
TADA3	76
E2F2	45
E2F3	50
MAGED1	18
E2F1	126
DAPK3	14
CRYL1	5
ZC3H15	17
DRG1	14
HSPE1-MOB4	8
HSPE1	59
U2AF1L4	36
SRSF8	16
PCBD1	17
PPP1R42	16
TCERG1L	32
EMC7	19
TMEM147	51
RTN4	28
RTN4R	15
OTOF	31
IVNS1ABP	10
SWT1	2
CCDC90B	4
HS3ST5	21
TMX1	9
CTC1	22
SMUG1	9
PSME3	130
NAP1L1	21
NAP1L4	24
TFB1M	19
RANBP3L	1
TSFM	31
ALG5	25
ENSG00000257921	4
FTSJ2	13
FARSA	25
USP49	10
SRFBP1	6
ERBB4	118
TROAP	57
PDCD2L	3
TRO	2
HSPA14	71
PIGM	29
WDR89	2
PPARGC1A	159
EP300	511
MYB	70
RELA	322
B3GALT1	16
B3GALT4	11
B3GALT2	16
TAPBP	29
MYOC	16
ASB10	4
OPTN	55
NTF4	29
SUPT5H	88
SUPT6H	76
NMNAT3	26
SSU72	50
BCL2L2-PABPN1	18
TRIM21	35
ZC3H14	16
DXO	14
MSANTD1	2
MSRB3	6
CREBBP	406
ZC3HAV1	13
EWSR1	48
WBP11	19
NCOA2	118
CTNNB1	567
SRA1	31
NUMB	96
MYOD1	74
UBE2I	270
ZWINT	115
YAP1	101
HNRNPUL1	26
GPR88	6
SLC30A7	20
RTCB	15
ZBTB8OS	10
LRRC39	8
DBT	58
UBE2Z	41
NOTCH1	203
TSG101	95
ZPR1	9
GSPT2	24
LRRK1	8
GTPBP3	11
